frame,Unnamed: 0,xmin,time,mouse,running,phase,speed,velocity
0.0,0.0,160.62113037109376,0.0,0.0,0.0,0.0,0.0,
30.0,0.0,160.62113037109376,0.016666666666666666,0.0,0.0,1.0,0.0,0.0
60.0,0.0,160.62113037109376,0.03333333333333333,0.0,0.0,1.0,0.0,0.0
90.0,0.0,160.62113037109376,0.05,0.0,0.0,1.0,0.0,0.0
120.0,0.0,160.62113037109376,0.06666666666666667,0.0,0.0,1.0,0.0,0.0
150.0,0.0,160.62113037109376,0.08333333333333333,0.0,0.0,1.0,0.0,0.0
180.0,0.0,160.62113037109376,0.1,0.0,0.0,1.0,0.0,0.0
210.0,12.0,66.98644256591797,0.11666666666666667,0.0,1.0,1.0,0.0,-18.726937561035157
240.0,14.0,80.34089660644531,0.13333333333333333,0.0,1.0,1.0,0.0,2.6708908081054688
270.0,16.0,98.10480499267578,0.15,0.0,1.0,1.0,0.0,3.552781677246094
300.0,18.0,110.01703643798828,0.16666666666666666,0.0,1.0,1.0,0.0,2.3824462890625
330.0,21.0,121.54412841796876,0.18333333333333332,0.0,1.0,1.0,0.0,2.3054183959960968
360.0,23.0,94.72630310058594,0.2,0.0,1.0,1.0,0.0,-5.363565063476566
390.0,25.0,77.99484252929688,0.21666666666666667,0.0,1.0,1.0,0.0,-3.3462921142578126
420.0,27.0,49.50997161865234,0.23333333333333334,0.0,1.0,1.0,0.0,-5.6969741821289075
450.0,0.0,160.62113037109376,0.25,0.0,0.0,1.0,0.0,22.222231750488284
480.0,0.0,160.62113037109376,0.26666666666666666,0.0,0.0,1.0,0.0,0.0
510.0,0.0,160.62113037109376,0.2833333333333333,0.0,0.0,1.0,0.0,0.0
540.0,0.0,160.62113037109376,0.3,0.0,0.0,1.0,0.0,0.0
570.0,0.0,160.62113037109376,0.31666666666666665,0.0,0.0,1.0,0.0,0.0
600.0,0.0,160.62113037109376,0.3333333333333333,0.0,0.0,1.0,0.0,0.0
630.0,0.0,160.62113037109376,0.35,0.0,0.0,1.0,0.0,0.0
660.0,0.0,160.62113037109376,0.36666666666666664,0.0,0.0,1.0,0.0,0.0
690.0,0.0,160.62113037109376,0.38333333333333336,0.0,0.0,1.0,0.0,0.0
720.0,0.0,160.62113037109376,0.4,0.0,0.0,1.0,0.0,0.0
750.0,0.0,160.62113037109376,0.4166666666666667,0.0,0.0,1.0,0.0,0.0
780.0,0.0,160.62113037109376,0.43333333333333335,0.0,0.0,1.0,0.0,0.0
810.0,0.0,160.62113037109376,0.45,0.0,0.0,1.0,0.0,0.0
840.0,0.0,160.62113037109376,0.4666666666666667,0.0,0.0,1.0,0.0,0.0
870.0,0.0,160.62113037109376,0.48333333333333334,0.0,0.0,1.0,0.0,0.0
900.0,0.0,160.62113037109376,0.5,0.0,0.0,1.0,0.0,0.0
930.0,52.0,48.79053497314453,0.5166666666666667,0.0,1.0,1.0,0.0,-22.366119079589843
960.0,0.0,160.62113037109376,0.5333333333333333,0.0,0.0,1.0,0.0,22.366119079589843
990.0,0.0,160.62113037109376,0.55,0.0,0.0,1.0,0.0,0.0
1020.0,0.0,160.62113037109376,0.5666666666666667,0.0,0.0,1.0,0.0,0.0
1050.0,0.0,160.62113037109376,0.5833333333333334,0.0,0.0,1.0,0.0,0.0
1080.0,0.0,160.62113037109376,0.6,0.0,0.0,1.0,0.0,0.0
1110.0,0.0,160.62113037109376,0.6166666666666667,0.0,0.0,1.0,0.0,0.0
1140.0,0.0,160.62113037109376,0.6333333333333333,0.0,0.0,1.0,0.0,0.0
1170.0,0.0,160.62113037109376,0.65,0.0,0.0,1.0,0.0,0.0
1200.0,0.0,160.62113037109376,0.6666666666666666,0.0,0.0,1.0,0.0,0.0
1230.0,0.0,160.62113037109376,0.6833333333333333,0.0,0.0,1.0,0.0,0.0
1260.0,0.0,160.62113037109376,0.7,0.0,0.0,1.0,0.0,0.0
1290.0,0.0,160.62113037109376,0.7166666666666667,0.0,0.0,1.0,0.0,0.0
1320.0,0.0,160.62113037109376,0.7333333333333333,0.0,0.0,1.0,0.0,0.0
1350.0,0.0,160.62113037109376,0.75,0.0,0.0,1.0,0.0,0.0
1380.0,0.0,160.62113037109376,0.7666666666666667,0.0,0.0,1.0,0.0,0.0
1410.0,0.0,160.62113037109376,0.7833333333333333,0.0,0.0,1.0,0.0,0.0
1440.0,0.0,160.62113037109376,0.8,0.0,0.0,1.0,0.0,0.0
1470.0,0.0,160.62113037109376,0.8166666666666667,0.0,0.0,1.0,0.0,0.0
1500.0,0.0,160.62113037109376,0.8333333333333334,0.0,0.0,1.0,0.0,0.0
1530.0,0.0,160.62113037109376,0.85,0.0,0.0,1.0,0.0,0.0
1560.0,0.0,160.62113037109376,0.8666666666666667,0.0,0.0,1.0,0.0,0.0
1590.0,0.0,160.62113037109376,0.8833333333333333,0.0,0.0,1.0,0.0,0.0
1620.0,0.0,160.62113037109376,0.9,0.0,0.0,1.0,0.0,0.0
1650.0,0.0,160.62113037109376,0.9166666666666666,0.0,0.0,1.0,0.0,0.0
1680.0,79.0,54.72431564331055,0.9333333333333333,0.0,1.0,1.0,0.0,-21.17936294555664
1710.0,81.0,54.83661651611328,0.95,0.0,1.0,1.0,0.0,0.022460174560546876
1740.0,83.0,54.333717346191406,0.9666666666666667,0.0,1.0,1.0,0.0,-0.100579833984375
1770.0,84.0,55.020484924316406,0.9833333333333333,0.0,1.0,1.0,0.0,0.137353515625
1800.0,87.0,54.154884338378906,1.0,0.0,1.0,1.0,0.0,-0.1731201171875
1830.0,89.0,54.46001434326172,1.0166666666666666,0.0,1.0,1.0,0.0,0.0610260009765625
1860.0,91.0,54.59619140625,1.0333333333333334,0.0,1.0,1.0,0.0,0.02723541259765625
1890.0,93.0,54.50733184814453,1.05,0.0,1.0,1.0,0.0,-0.01777191162109375
1920.0,0.0,160.62113037109376,1.0666666666666667,0.0,0.0,1.0,0.0,21.222759704589844
1950.0,97.0,47.58120727539063,1.0833333333333333,0.0,1.0,1.0,0.0,-22.607984619140627
1980.0,0.0,160.62113037109376,1.1,0.0,0.0,1.0,0.0,22.607984619140627
2010.0,0.0,160.62113037109376,1.1166666666666667,0.0,0.0,1.0,0.0,0.0
2040.0,0.0,160.62113037109376,1.1333333333333333,0.0,0.0,1.0,0.0,0.0
2070.0,0.0,160.62113037109376,1.15,0.0,0.0,1.0,0.0,0.0
2100.0,0.0,160.62113037109376,1.1666666666666667,0.0,0.0,1.0,0.0,0.0
2130.0,0.0,160.62113037109376,1.1833333333333333,0.0,0.0,1.0,0.0,0.0
2160.0,0.0,160.62113037109376,1.2,0.0,0.0,1.0,0.0,0.0
2190.0,0.0,160.62113037109376,1.2166666666666666,0.0,0.0,1.0,0.0,0.0
2220.0,0.0,160.62113037109376,1.2333333333333334,0.0,0.0,1.0,0.0,0.0
2250.0,0.0,160.62113037109376,1.25,0.0,0.0,1.0,0.0,0.0
2280.0,0.0,160.62113037109376,1.2666666666666666,0.0,0.0,1.0,0.0,0.0
2310.0,0.0,160.62113037109376,1.2833333333333334,0.0,0.0,1.0,0.0,0.0
2340.0,0.0,160.62113037109376,1.3,0.0,0.0,1.0,0.0,0.0
2370.0,0.0,160.62113037109376,1.3166666666666667,0.0,0.0,1.0,0.0,0.0
2400.0,0.0,160.62113037109376,1.3333333333333333,0.0,0.0,1.0,0.0,0.0
2430.0,0.0,160.62113037109376,1.35,0.0,0.0,1.0,0.0,0.0
2460.0,0.0,160.62113037109376,1.3666666666666667,0.0,0.0,1.0,0.0,0.0
2490.0,0.0,160.62113037109376,1.3833333333333333,0.0,0.0,1.0,0.0,0.0
2520.0,0.0,160.62113037109376,1.4,0.0,0.0,1.0,0.0,0.0
2550.0,0.0,160.62113037109376,1.4166666666666667,0.0,0.0,1.0,0.0,0.0
2580.0,0.0,160.62113037109376,1.4333333333333333,0.0,0.0,1.0,0.0,0.0
