phase,mouse_0_percent_time_running,mouse_1_percent_time_running
2.0,55.55555555555556,63.888888888888886
3.0,70.55555555555556,78.33333333333333
4.0,77.77777777777779,77.22222222222223
5.0,54.44444444444444,75.0
6.0,51.30434782608696,3.0434782608695654
