phase,mouse_0_percent_time_running,mouse_1_percent_time_running
2.0,78.33333333333333,47.77777777777778
3.0,92.22222222222223,56.111111111111114
4.0,69.44444444444444,26.111111111111114
5.0,58.333333333333336,18.333333333333332
6.0,37.23241590214067,0.1530221882172915
