,frame,xmin,ymin,xmax,ymax,confidence,class,name
0,0,78.81404113769531,19.685871124267578,117.46742248535156,42.207401275634766,0.6422713398933411,15,mouse
1,30,79.13371276855469,18.316360473632812,115.92544555664062,41.34766387939453,0.7631365656852722,15,mouse
2,30,74.6603775024414,103.00910186767578,119.3819808959961,121.4261245727539,0.534155011177063,15,mouse
3,60,81.56172943115234,18.898601531982422,118.34313201904297,42.233497619628906,0.6759822368621826,15,mouse
4,60,136.85923767089844,107.02079772949219,172.5715789794922,129.40518188476562,0.25042006373405457,15,mouse
5,90,92.92416381835938,106.79832458496094,137.76280212402344,125.5882568359375,0.787457287311554,15,mouse
6,90,99.11746215820312,22.523822784423828,141.0474853515625,43.71053695678711,0.7167896032333374,15,mouse
7,120,77.43203735351562,23.371925354003906,119.9688720703125,45.340240478515625,0.7533171772956848,15,mouse
8,120,69.75814819335938,108.3471450805664,117.54110717773438,128.01806640625,0.5713261961936951,15,mouse
9,150,79.66261291503906,23.95574188232422,116.78765869140625,46.018714904785156,0.6875049471855164,15,mouse
10,150,77.9002456665039,101.48849487304688,117.48609161376953,120.85789489746094,0.6272480487823486,15,mouse
11,180,68.65165710449219,104.60680389404297,111.07173156738281,124.06157684326172,0.804683268070221,15,mouse
12,180,80.46697998046875,17.633377075195312,118.43353271484375,39.04432678222656,0.7909013032913208,15,mouse
13,210,106.42827606201172,22.36777114868164,147.91091918945312,43.35628890991211,0.6107180118560791,15,mouse
14,210,113.64265441894531,109.32569885253906,150.64830017089844,133.87840270996094,0.43116170167922974,15,mouse
15,240,94.89643096923828,21.85801887512207,132.27755737304688,44.57678985595703,0.5381617546081543,15,mouse
16,270,68.27034759521484,102.80744171142578,110.0283432006836,121.45311737060547,0.7143457531929016,15,mouse
17,270,99.32504272460938,25.880062103271484,145.9461212158203,48.26845932006836,0.5401092171669006,15,mouse
18,300,92.95466613769531,105.58340454101562,138.8108673095703,125.18893432617188,0.6479153633117676,15,mouse
19,300,97.14053344726562,22.87791633605957,136.61209106445312,46.311737060546875,0.6345041990280151,15,mouse
20,330,72.66049194335938,104.87592315673828,114.03691101074219,125.86579132080078,0.7382256984710693,15,mouse
21,360,77.04537200927734,18.106189727783203,115.91292572021484,39.258663177490234,0.7632539868354797,15,mouse
22,360,84.64644622802734,109.41281127929688,124.40929412841797,128.74549865722656,0.591047465801239,15,mouse
23,390,65.8665771484375,101.63964080810547,105.49581909179688,120.01490020751953,0.7511394023895264,15,mouse
24,390,93.00159454345703,18.305179595947266,139.52333068847656,42.28349685668945,0.5980404615402222,15,mouse
25,420,95.1419448852539,103.43240356445312,132.96307373046875,122.40420532226562,0.8301534056663513,15,mouse
26,420,83.29606628417969,18.832542419433594,120.40785217285156,41.1365966796875,0.5914148688316345,15,mouse
27,450,123.1789779663086,109.48743438720703,166.89224243164062,130.1199188232422,0.6708040237426758,15,mouse
28,450,82.70851135253906,17.168964385986328,120.73631286621094,41.38639450073242,0.5969395041465759,15,mouse
29,480,86.19351959228516,23.54823112487793,128.4904022216797,45.076324462890625,0.7929829955101013,15,mouse
30,480,71.3101577758789,105.68310546875,114.5370101928711,126.1328125,0.6437705755233765,15,mouse
31,510,97.20223999023438,104.23412322998047,134.76129150390625,123.41126251220703,0.8737664222717285,15,mouse
32,510,79.65825653076172,23.59933090209961,125.46065521240234,45.219669342041016,0.6358843445777893,15,mouse
33,540,67.5982894897461,103.84898376464844,108.67205047607422,123.63198852539062,0.7633441686630249,15,mouse
34,540,86.9696044921875,24.8393497467041,127.48176574707031,46.231117248535156,0.651633620262146,15,mouse
35,570,118.17072296142578,23.64384651184082,157.5654296875,46.291770935058594,0.7666734457015991,15,mouse
36,570,67.49845886230469,105.37296295166016,106.47579956054688,125.41272735595703,0.7199627757072449,15,mouse
37,600,172.2919921875,34.53859329223633,217.03549194335938,55.3165397644043,0.6536392569541931,15,mouse
38,600,132.907958984375,111.75239562988281,174.42849731445312,134.08172607421875,0.5861373543739319,15,mouse
39,630,90.90215301513672,23.53232765197754,130.03892517089844,44.6690673828125,0.7510812282562256,15,mouse
40,630,101.09468841552734,104.90455627441406,147.27708435058594,122.12503051757812,0.26206859946250916,15,mouse
41,660,77.81698608398438,18.03954315185547,113.58497619628906,40.4092903137207,0.7556152939796448,15,mouse
42,660,99.14601135253906,110.8135986328125,145.08738708496094,130.06507873535156,0.6947945356369019,15,mouse
43,690,92.23307037353516,105.7066650390625,129.41680908203125,124.83033752441406,0.724748432636261,15,mouse
44,690,125.84681701660156,24.00531005859375,164.5163116455078,45.451255798339844,0.700333297252655,15,mouse
45,720,181.1254425048828,31.36834716796875,221.9576873779297,51.54078674316406,0.705715537071228,15,mouse
46,720,130.94393920898438,110.81774139404297,175.65789794921875,131.76776123046875,0.44607803225517273,15,mouse
47,750,127.19155883789062,30.024497985839844,170.41864013671875,51.06669616699219,0.6831775903701782,15,mouse
48,750,91.0726318359375,105.65235900878906,134.70736694335938,124.68179321289062,0.6309624314308167,15,mouse
49,780,76.94305419921875,103.01806640625,117.24760437011719,122.16558837890625,0.5433275699615479,15,mouse
50,780,219.2679901123047,61.09855651855469,235.79847717285156,70.49359130859375,0.5374112725257874,15,mouse
51,810,93.6505126953125,105.54161834716797,136.47607421875,124.2262191772461,0.8373398184776306,15,mouse
52,810,79.42996215820312,23.11809539794922,125.96855163574219,45.058799743652344,0.694818377494812,15,mouse
53,840,95.04742431640625,19.23324203491211,138.9900665283203,41.436397552490234,0.7645995020866394,15,mouse
54,840,72.78707122802734,106.00463104248047,117.45386505126953,127.75350189208984,0.49923524260520935,15,mouse
55,870,134.0818634033203,115.56273651123047,178.0795135498047,135.58717346191406,0.8255453109741211,15,mouse
56,870,80.31857299804688,19.40656280517578,114.6827392578125,42.50543212890625,0.7524388432502747,15,mouse
57,900,84.44671630859375,20.885330200195312,127.00039672851562,42.0488395690918,0.7022413015365601,15,mouse
58,900,174.8846893310547,118.82263946533203,213.08143615722656,139.43313598632812,0.4874344766139984,15,mouse
59,930,84.60637664794922,20.271194458007812,122.49605560302734,41.49610137939453,0.7343646287918091,15,mouse
60,930,156.35269165039062,112.92826080322266,198.65863037109375,134.76608276367188,0.4053782820701599,15,mouse
61,960,159.31817626953125,30.63393783569336,195.29791259765625,51.47957229614258,0.7874459624290466,15,mouse
62,960,72.20928192138672,105.08135223388672,116.88358306884766,125.21184539794922,0.7129586935043335,15,mouse
63,990,143.6210479736328,28.91177749633789,184.41651916503906,49.544315338134766,0.8297248482704163,15,mouse
64,990,98.89306640625,105.83635711669922,141.9589385986328,125.11121368408203,0.6585150361061096,15,mouse
65,1020,76.83475494384766,23.94580841064453,119.71710968017578,45.8082275390625,0.7882663011550903,15,mouse
66,1020,67.59317779541016,103.40589141845703,106.3132095336914,123.29503631591797,0.7269580364227295,15,mouse
67,1050,68.98223876953125,101.9931869506836,107.07176208496094,120.3985366821289,0.7332702279090881,15,mouse
68,1050,78.98675537109375,21.075803756713867,118.62643432617188,46.55016326904297,0.4303891062736511,15,mouse
69,1080,102.1014633178711,107.10787963867188,142.8076171875,127.14332580566406,0.7674804329872131,15,mouse
70,1080,109.20728302001953,24.233264923095703,145.96376037597656,46.45607376098633,0.2836436927318573,15,mouse
71,1110,66.19573974609375,102.50202178955078,104.2479248046875,121.8552474975586,0.7888809442520142,15,mouse
72,1110,109.91267395019531,26.927433013916016,152.51341247558594,48.501399993896484,0.7302570343017578,15,mouse
73,1140,67.14134216308594,102.27157592773438,104.23348999023438,122.69281005859375,0.684384286403656,15,mouse
74,1170,78.19874572753906,22.096603393554688,118.22073364257812,42.47081756591797,0.8528732061386108,15,mouse
75,1170,70.17274475097656,104.75634002685547,117.28872680664062,124.8805160522461,0.43896424770355225,15,mouse
76,1200,69.78863525390625,101.44640350341797,107.53201293945312,120.0530014038086,0.7610361576080322,15,mouse
77,1200,144.81576538085938,26.714256286621094,181.91802978515625,49.45478057861328,0.5127336978912354,15,mouse
78,1230,85.50009155273438,23.47693634033203,130.10470581054688,45.23783874511719,0.7305740714073181,15,mouse
79,1230,65.98872375488281,102.42717742919922,104.17045593261719,121.01956939697266,0.720176637172699,15,mouse
80,1260,80.19550323486328,23.953798294067383,120.97063446044922,45.98839569091797,0.7298079133033752,15,mouse
81,1260,105.35802459716797,108.26386260986328,146.49462890625,129.05291748046875,0.6821290254592896,15,mouse
82,1290,137.5960235595703,29.51711654663086,171.8407745361328,50.7718620300293,0.7269516587257385,15,mouse
83,1290,99.68948364257812,111.71019744873047,141.89797973632812,130.79310607910156,0.6558328866958618,15,mouse
84,1320,71.70865631103516,105.43170166015625,115.86528778076172,124.98507690429688,0.5814067721366882,15,mouse
85,1320,168.00091552734375,35.8753662109375,213.61483764648438,54.52672576904297,0.403828501701355,15,mouse
86,1320,209.9392852783203,60.11178207397461,226.83338928222656,70.35391235351562,0.3753403425216675,15,mouse
87,1320,89.15658569335938,106.77696228027344,127.02645874023438,124.31370544433594,0.28039178252220154,15,mouse
88,1350,67.48267364501953,104.62078094482422,106.0909194946289,124.2282485961914,0.8202177882194519,15,mouse
89,1350,116.99947357177734,25.53824234008789,165.70330810546875,47.56088638305664,0.7509713768959045,15,mouse
90,1380,163.28610229492188,33.66777420043945,200.56442260742188,54.6165657043457,0.6706492304801941,15,mouse
91,1380,67.99872589111328,101.27582550048828,108.3132553100586,120.11627960205078,0.650423526763916,15,mouse
92,1410,64.71044158935547,104.69258880615234,104.24271392822266,123.6532211303711,0.9133273363113403,15,mouse
93,1410,89.5359115600586,22.48985481262207,139.5321044921875,47.875579833984375,0.2656116783618927,15,mouse
94,1440,68.99473571777344,106.12982177734375,110.71730041503906,125.65180969238281,0.8110307455062866,15,mouse
95,1440,100.38835906982422,22.943164825439453,142.8479461669922,44.8377799987793,0.6582019925117493,15,mouse
96,1470,112.02473449707031,24.627304077148438,149.08457946777344,47.25159454345703,0.7277199029922485,15,mouse
97,1470,110.03736114501953,110.39424133300781,156.3489990234375,133.00294494628906,0.3019580841064453,15,mouse
98,1500,78.32174682617188,20.916255950927734,114.36689758300781,42.29043960571289,0.704492449760437,15,mouse
99,1500,140.7786102294922,116.49764251708984,187.93238830566406,137.20150756835938,0.43700429797172546,15,mouse
100,1530,134.6183319091797,115.83635711669922,175.31809997558594,135.81121826171875,0.604669451713562,15,mouse
101,1560,78.04808044433594,19.806514739990234,114.8753662109375,41.91669845581055,0.6796764731407166,15,mouse
102,1560,86.28594970703125,107.34185028076172,128.02801513671875,127.6212387084961,0.5933479070663452,15,mouse
103,1590,86.28160095214844,110.30648040771484,126.72305297851562,129.42626953125,0.7485731244087219,15,mouse
